time,avg_grain_vol,dt,grain_tracker
4675829745,2081457.137049,7864320,3
4683694065,2081481.5562146,7864320,3
4691558385,2081484.6732699,7864320,3
4699422705,2081498.7301714,7864320,3
4707287025,2081481.1214381,7864320,3
4715151345,2081486.7910712,7864320,3
4723015665,2081496.1249613,7864320,3
4730879985,2081504.6532098,7864320,3
4738744305,2081516.4945067,7864320,3
4746608625,2081512.4253188,7864320,3
4754472945,2081475.6449887,7864320,3
4762337265,2081484.3744968,7864320,3
4770201585,2081481.1063973,7864320,3
4778065905,2081502.4003696,7864320,3
4793794545,2081515.2193391,15728640,3
4801658865,2081508.6813879,7864320,3
4809523185,2081491.1491344,7864320,3
4817387505,2081503.6580867,7864320,3
4825251825,2081520.0518807,7864320,3
4840980465,2081503.4676764,15728640,3
4848844785,2081500.0744342,7864320,3
4864573425,2081541.8720982,15728640,3
4872437745,2081530.2451096,7864320,3
4888166385,2081507.050109,15728640,3
4896030705,2081530.635375,7864320,3
4911759345,2081527.2133371,15728640,3
4919623665,2081552.3473611,7864320,3
4935352305,2081522.0934377,15728640,3
4943216625,2081515.5967274,7864320,3
4958945265,2081532.588654,15728640,3
4966809585,2081538.2291535,7864320,3
4982538225,2081540.1490478,15728640,3
4990402545,2081547.8334078,7864320,3
5006131185,2081548.1727805,15728640,3
5013995505,2081546.4794874,7864320,3
5029724145,2081530.6817328,15728640,3
5037588465,2081545.2692341,7864320,3
5045452785,2081544.3420634,7864320,3
5061181425,2081553.6706905,15728640,3
