time,dt,gr0_area,gr1_area,gr2_area,gr3_area,gr4_area,gr5_area
155025,300,9698719.5548739,9193180.896958,3204515.0041848,2915616.2078435,0,0
155325,300,9717536.3662631,9199492.0117753,3186721.3280277,2906839.9235898,0,0
155625,300,9732774.2963191,9209400.6626252,3166603.5895685,2901775.3295874,0,0
155925,300,9745465.3708007,9227967.7827496,3139267.8603799,2895891.8550307,0,0
156225,300,9755818.41899,9241196.8990695,3121597.6111203,2887391.4719508,0,0
156825,600,9776080.2938892,9260490.6878902,3099737.7490188,2868461.2181167,0,0
158025,1200,9816429.8812032,9297800.9551324,3060263.3095724,2830481.2238656,0,0
159225,1200,9856163.6164213,9336007.8235065,3020485.1572387,2792443.690007,0,0
160425,1200,9895638.3629729,9374723.9792157,2980483.848831,2754257.6328191,0,0
161625,1200,9935036.3322073,9413682.7185209,2940417.6160983,2715959.0790475,0,0
162825,1200,9974415.0770395,9452790.0119976,2900309.5271133,2677575.0094712,0,0
164025,1200,10013798.107248,9492002.5317114,2860166.3697559,2639117.2341829,0,0
165225,1200,10053199.005514,9531296.0029914,2819994.6264428,2600589.6207095,0,0
166425,1200,10092626.322537,9570658.5295148,2779799.095905,2561990.917244,0,0
167625,1200,10132088.09335,9610085.1478424,2739582.2897766,2523315.9293584,0,0
168825,1200,10171592.914166,9649575.2693531,2699344.4477278,2484556.9684309,0,0
170025,1200,10211148.761155,9689132.8932726,2659083.8514035,2445704.495581,0,0
171225,1200,10250766.281145,9728764.4428615,2618796.2784695,2406746.5731123,0,0
172425,1200,10290458.116989,9768479.9844679,2578474.1003653,2367669.3664624,0,0
173625,1200,10330240.621635,9808291.5751501,2538106.8030862,2328456.8190106,0,0
176025,2400,10409322.724383,9887408.1861481,2458064.7830831,2250360.7630222,0,0
177225,1200,10449296.963839,9927407.4376941,2417693.565453,2210813.9832967,0,0
178425,1200,10489658.219647,9967802.8900757,2377000.7903095,2170834.0441122,0,0
180825,2400,10571009.066212,10049224.809348,2295296.469669,2090105.3513113,0,0
182025,1200,10613460.645477,10091716.689083,2252858.2669753,2047947.6761439,0,0
183225,1200,10661501.564013,10139799.763184,2204899.1465218,2000104.0213255,0,0
