# Step junction_position active_etas junction_neighbors junction_angles
---- (203.393,343.214) 0 1 3 (243.793,115.603) (243.277,384.034) (7.3494,77.7108) 125.599 172.105 62.2961
---- (243.793,115.603) 0 1 2 (243.277,384.034) (203.382,155.686) (7.3494,77.7108) 45.1233 53.8714 261.005
---- (243.277,384.034) 0 1 2 (7.39726,419.863) (243.793,115.603) (243.793,115.603) 98.7471 0 261.253
1900 (7.2619,77.9167) 0 2 3 (203.382,155.686) (7.2973,419.662) (7.2973,419.662) 68.3638 8.53774e-07 291.636
---- (7.2973,419.662) 0 2 3 (7.2619,77.9167) (242.888,383.922) (203.382,155.686) 81.3798 44.7684 233.852
---- (203.382,155.686) 0 1 3 (203.393,343.214) (203.393,343.214) (203.393,343.214) nan nan nan
---- (203.393,343.214) 0 1 3 (244.31,115.948) (242.888,383.922) (7.2619,77.9167) 125.66 172.342 61.9983
---- (244.31,115.948) 0 1 2 (242.888,383.922) (203.382,155.686) (7.2619,77.9167) 45.541 53.2696 261.189
---- (242.888,383.922) 0 1 2 (7.2973,419.662) (244.31,115.948) (244.31,115.948) 98.9303 0 261.07
2000 (7.55814,78.4884) 0 2 3 (203.107,155.777) (7.63158,419.079) (7.63158,419.079) 68.4218 0 291.578
---- (7.63158,419.079) 0 2 3 (7.55814,78.4884) (243.475,383.983) (203.107,155.777) 81.5483 44.9458 233.506
---- (203.107,155.777) 0 1 3 (203.059,343.118) (203.059,343.118) (203.059,343.118) 0 0 360
---- (203.059,343.118) 0 1 3 (244.58,116.513) (243.475,383.983) (7.55814,78.4884) 124.934 171.773 63.2933
---- (244.58,116.513) 0 1 2 (243.475,383.983) (203.107,155.777) (7.55814,78.4884) 46.3304 52.5468 261.123
---- (243.475,383.983) 0 1 2 (7.63158,419.079) (244.58,116.513) (244.58,116.513) 98.7009 0 261.299
2100 (7.55814,78.4884) 0 2 3 (202.727,156.111) (7.63158,419.079) (7.63158,419.079) 68.2989 0 291.701
---- (7.63158,419.079) 0 2 3 (7.55814,78.4884) (243.686,383.39) (202.727,156.111) 81.4149 44.8309 233.754
---- (202.727,156.111) 0 1 3 (203.059,343.118) (203.059,343.118) (203.059,343.118) 0 0 360
---- (203.059,343.118) 0 1 3 (244.667,116.583) (243.686,383.39) (7.55814,78.4884) 124.341 171.204 64.4551
---- (244.667,116.583) 0 1 2 (243.686,383.39) (202.727,156.111) (7.55814,78.4884) 46.4851 52.4318 261.083
---- (243.686,383.39) 0 1 2 (7.63158,419.079) (244.667,116.583) (244.667,116.583) 98.8079 nan nan
2200 (7.38636,78.8636) 0 2 3 (202.727,156.111) (7.5,416.324) (7.5,416.324) 68.4044 8.53774e-07 291.596
---- (7.5,416.324) 0 2 3 (7.38636,78.8636) (244.174,383.264) (202.727,156.111) 82.0675 45.1688 232.764
---- (202.727,156.111) 0 1 3 (203.095,343.155) (203.095,343.155) (203.095,343.155) 0 0 360
---- (203.095,343.155) 0 1 3 (244.174,383.264) (244.174,383.264) (7.38636,78.8636) 0 170.837 189.163
---- (244.174,383.264) 0 1 2 (246.892,117.072) (246.892,117.072) (246.892,117.072) 0 0 360
---- (246.892,117.072) 0 1 2 (7.5,416.324) (202.727,156.111) (7.38636,78.8636) 9.8664 50.5389 299.595
2300 (7.38636,78.8636) 0 2 3 (202.727,156.111) (7.5,416.324) (7.5,416.324) 68.4044 8.53774e-07 291.596
---- (7.5,416.324) 0 2 3 (7.38636,78.8636) (244.344,383.033) (202.727,156.111) 82.0182 45.1195 232.862
---- (202.727,156.111) 0 1 3 (203.095,343.155) (203.095,343.155) (203.095,343.155) 0 0 360
---- (203.095,343.155) 0 1 3 (244.344,383.033) (244.344,383.033) (7.38636,78.8636) 0 170.552 189.448
---- (244.344,383.033) 0 1 2 (247.054,116.875) (247.054,116.875) (247.054,116.875) 0 0 360
---- (247.054,116.875) 0 1 2 (7.5,416.324) (202.727,156.111) (7.38636,78.8636) 9.82666 50.5262 299.647
2400 (7.38636,78.8636) 0 2 3 (202.727,156.111) (7.5,416.324) (7.5,416.324) 68.4044 8.53774e-07 291.596
---- (7.5,416.324) 0 2 3 (7.38636,78.8636) (246.143,377.429) (202.727,156.111) 80.7624 43.8636 235.374
---- (202.727,156.111) 0 1 3 (203.023,342.384) (203.023,342.384) (203.023,342.384) 0 0 360
---- (203.023,342.384) 0 1 3 (247.054,116.875) (246.143,377.429) (7.38636,78.8636) 118.054 165.692 76.2538
---- (247.054,116.875) 0 1 2 (246.143,377.429) (202.727,156.111) (7.38636,78.8636) 48.2856 50.5262 261.188
---- (246.143,377.429) 0 1 2 (7.5,416.324) (247.054,116.875) (247.054,116.875) 99.4572 0 260.543
2500 (7.38636,78.8636) 0 2 3 (203.168,156.188) (7.5,416.324) (7.5,416.324) 68.4291 8.53774e-07 291.571
---- (7.5,416.324) 0 2 3 (7.38636,78.8636) (245.935,376.916) (203.168,156.188) 80.6345 43.6655 235.7
---- (203.168,156.188) 0 1 3 (202.941,342.294) (202.941,342.294) (202.941,342.294) 0 0 360
---- (202.941,342.294) 0 1 3 (247.232,116.607) (245.935,376.916) (7.38636,78.8636) 117.741 165.432 76.8275
---- (247.232,116.607) 0 1 2 (245.935,376.916) (203.168,156.188) (7.38636,78.8636) 47.7822 50.8753 261.343
---- (245.935,376.916) 0 1 2 (7.5,416.324) (247.232,116.607) (247.232,116.607) 99.6704 0 260.33
2600 (7.38636,78.8636) 0 2 3 (203.168,156.188) (7.5,416.324) (7.5,416.324) 68.4291 8.53774e-07 291.571
---- (7.5,416.324) 0 2 3 (7.38636,78.8636) (245.935,376.916) (203.168,156.188) 80.6345 43.6655 235.7
---- (203.168,156.188) 0 1 3 (202.917,342.262) (202.917,342.262) (202.917,342.262) 0 0 360
---- (202.917,342.262) 0 1 3 (247.232,116.607) (245.935,376.916) (7.38636,78.8636) 117.743 165.442 76.815
---- (247.232,116.607) 0 1 2 (245.935,376.916) (203.168,156.188) (7.38636,78.8636) 47.7822 50.8753 261.343
---- (245.935,376.916) 0 1 2 (7.5,416.324) (247.232,116.607) (247.232,116.607) 99.6704 0 260.33
2700 (7.38636,78.8636) 0 2 3 (203.495,156.359) (7.5,416.324) (7.5,416.324) 68.4184 8.53774e-07 291.582
---- (7.5,416.324) 0 2 3 (7.38636,78.8636) (245.935,376.916) (203.495,156.359) 80.6345 43.6014 235.764
---- (203.495,156.359) 0 1 3 (202.917,342.262) (202.917,342.262) (202.917,342.262) 0 0 360
---- (202.917,342.262) 0 1 3 (247.232,116.607) (245.935,376.916) (7.38636,78.8636) 117.743 165.442 76.815
---- (247.232,116.607) 0 1 2 (245.935,376.916) (203.495,156.359) (7.38636,78.8636) 47.447 51.2104 261.343
---- (245.935,376.916) 0 1 2 (7.5,416.324) (247.232,116.607) (247.232,116.607) 99.6704 0 260.33
2800 (7.38636,78.8636) 0 2 3 (203.495,156.359) (7.5,416.324) (7.5,416.324) 68.4184 8.53774e-07 291.582
---- (7.5,416.324) 0 2 3 (7.38636,78.8636) (245.943,376.887) (203.495,156.359) 80.628 43.595 235.777
---- (203.495,156.359) 0 1 3 (202.917,342.262) (202.917,342.262) (202.917,342.262) 0 0 360
---- (202.917,342.262) 0 1 3 (247.297,116.532) (245.943,376.887) (7.38636,78.8636) 117.702 165.413 76.8858
---- (247.297,116.532) 0 1 2 (245.943,376.887) (203.495,156.359) (7.38636,78.8636) 47.423 51.2021 261.375
---- (245.943,376.887) 0 1 2 (7.5,416.324) (247.297,116.532) (247.297,116.532) 99.6892 1.20742e-06 260.311
2900 (7.38636,78.8636) 0 2 3 (203.365,156.49) (7.5,416.324) (7.5,416.324) 68.3723 8.53774e-07 291.628
---- (7.5,416.324) 0 2 3 (7.38636,78.8636) (245.943,376.887) (203.365,156.49) 80.628 43.5993 235.773
---- (203.365,156.49) 0 1 3 (203.289,339.342) (203.289,339.342) (203.289,339.342) 0 0 360
---- (203.289,339.342) 0 1 3 (247.522,116.77) (245.943,376.887) (7.38636,78.8636) 120.115 168.301 71.5842
---- (247.522,116.77) 0 1 2 (245.943,376.887) (203.365,156.49) (7.38636,78.8636) 47.6798 50.9428 261.377
---- (245.943,376.887) 0 1 2 (7.5,416.324) (247.522,116.77) (247.522,116.77) 99.739 1.20742e-06 260.261
3000 (7.38636,78.8636) 0 2 3 (203.365,156.49) (7.5,416.324) (7.5,416.324) 68.3723 8.53774e-07 291.628
---- (7.5,416.324) 0 2 3 (7.38636,78.8636) (245.943,376.887) (203.365,156.49) 80.628 43.5993 235.773
---- (203.365,156.49) 0 1 3 (203.117,339.221) (203.117,339.221) (203.117,339.221) 0 0 360
---- (203.117,339.221) 0 1 3 (248.093,117.288) (245.943,376.887) (7.38636,78.8636) 119.875 168.267 71.8579
---- (248.093,117.288) 0 1 2 (245.943,376.887) (203.365,156.49) (7.38636,78.8636) 48.2922 50.303 261.405
---- (245.943,376.887) 0 1 2 (7.5,416.324) (248.093,117.288) (248.093,117.288) 99.8657 1.20742e-06 260.134
3100 (7.38636,78.8636) 0 2 3 (203.365,156.49) (7.5,416.324) (7.5,416.324) 68.3723 8.53774e-07 291.628
---- (7.5,416.324) 0 2 3 (7.38636,78.8636) (246.262,376.776) (203.365,156.49) 80.6144 43.5856 235.8
---- (203.365,156.49) 0 1 3 (203.117,339.221) (203.117,339.221) (203.117,339.221) 0 0 360
---- (203.117,339.221) 0 1 3 (248.093,117.288) (246.262,376.776) (7.38636,78.8636) 119.581 167.973 72.4461
---- (248.093,117.288) 0 1 2 (246.262,376.776) (203.365,156.49) (7.38636,78.8636) 48.3623 50.303 261.335
---- (246.262,376.776) 0 1 2 (7.5,416.324) (248.093,117.288) (248.093,117.288) 99.8093 nan nan
3200 (7.38636,78.8636) 0 2 3 (203.365,156.49) (7.5,416.324) (7.5,416.324) 68.3723 8.53774e-07 291.628
---- (7.5,416.324) 0 2 3 (7.38636,78.8636) (246.773,376.727) (203.365,156.49) 80.6228 43.5941 235.783
---- (203.365,156.49) 0 1 3 (203.544,339.114) (203.544,339.114) (203.544,339.114) 0 0 360
---- (203.544,339.114) 0 1 3 (248.205,117.179) (246.773,376.727) (7.38636,78.8636) 119.649 168.033 72.3181
---- (248.205,117.179) 0 1 2 (246.773,376.727) (203.365,156.49) (7.38636,78.8636) 48.4428 50.2813 261.276
---- (246.773,376.727) 0 1 2 (7.5,416.324) (248.205,117.179) (248.205,117.179) 99.7127 0 260.287
3300 (7.38636,78.8636) 0 2 3 (203.365,156.49) (7.5,416.324) (7.5,416.324) 68.3723 8.53774e-07 291.628
---- (7.5,416.324) 0 2 3 (7.38636,78.8636) (246.92,376.518) (203.365,156.49) 80.5797 43.551 235.869
---- (203.365,156.49) 0 1 3 (203.544,339.114) (203.544,339.114) (203.544,339.114) 0 0 360
---- (203.544,339.114) 0 1 3 (248.235,117.563) (246.92,376.518) (7.38636,78.8636) 119.368 167.779 72.8538
---- (248.235,117.563) 0 1 2 (246.92,376.518) (203.365,156.49) (7.38636,78.8636) 48.7653 50.0718 261.163
---- (246.92,376.518) 0 1 2 (7.5,416.324) (248.235,117.563) (248.235,117.563) 99.7307 nan nan
3400 (7.38636,78.8636) 0 2 3 (203.411,156.869) (7.5,416.324) (7.5,416.324) 68.2813 8.53774e-07 291.719
---- (7.5,416.324) 0 2 3 (7.38636,78.8636) (247.027,376.577) (203.411,156.869) 80.5975 43.5222 235.88
---- (203.411,156.869) 0 1 3 (203.544,339.114) (203.544,339.114) (203.544,339.114) 0 0 360
---- (203.544,339.114) 0 1 3 (247.478,120.957) (247.027,376.577) (7.38636,78.8636) 119.36 167.753 72.8867
---- (247.478,120.957) 0 1 2 (247.027,376.577) (203.411,156.869) (7.38636,78.8636) 50.7204 49.1225 260.157
---- (247.027,376.577) 0 1 2 (7.5,416.324) (247.478,120.957) (247.478,120.957) 99.5229 0 260.477
3500 (7.38636,78.8636) 0 2 3 (203.411,156.869) (7.5,416.324) (7.5,416.324) 68.2813 8.53774e-07 291.719
---- (7.5,416.324) 0 2 3 (7.38636,78.8636) (247.027,376.577) (203.411,156.869) 80.5975 43.5222 235.88
---- (203.411,156.869) 0 1 3 (203.312,339) (203.312,339) (203.312,339) 0 0 360
---- (203.312,339) 0 1 3 (247.632,120.833) (247.027,376.577) (7.38636,78.8636) 119.199 167.668 73.1331
---- (247.632,120.833) 0 1 2 (247.027,376.577) (203.411,156.869) (7.38636,78.8636) 50.6875 49.0864 260.226
---- (247.027,376.577) 0 1 2 (7.5,416.324) (247.632,120.833) (247.632,120.833) 99.5572 nan nan
3600 (7.52809,79.1573) 0 2 3 (203.411,156.869) (7.68116,416.014) (7.68116,416.014) 68.3345 nan nan
---- (7.68116,416.014) 0 2 3 (7.52809,79.1573) (246.937,376.126) (203.411,156.869) 80.5608 43.4714 235.968
---- (203.411,156.869) 0 1 3 (203.312,339) (203.312,339) (203.312,339) 0 0 360
---- (203.312,339) 0 1 3 (247.391,121.435) (246.937,376.126) (7.52809,79.1573) 118.946 167.396 73.6579
---- (247.391,121.435) 0 1 2 (246.937,376.126) (203.411,156.869) (7.52809,79.1573) 51.0397 48.8542 260.106
---- (246.937,376.126) 0 1 2 (7.68116,416.014) (247.391,121.435) (247.391,121.435) 99.5674 0 260.433
3700 (7.52809,79.1573) 0 2 3 (203.411,156.869) (7.68116,416.014) (7.68116,416.014) 68.3345 nan nan
---- (7.68116,416.014) 0 2 3 (7.52809,79.1573) (246.937,376.126) (203.411,156.869) 80.5608 43.4714 235.968
---- (203.411,156.869) 0 1 3 (203.312,339) (203.312,339) (203.312,339) 0 0 360
---- (203.312,339) 0 1 3 (247.368,121.447) (246.937,376.126) (7.52809,79.1573) 118.951 167.396 73.6527
---- (247.368,121.447) 0 1 2 (246.937,376.126) (203.411,156.869) (7.52809,79.1573) 51.0402 48.8627 260.097
---- (246.937,376.126) 0 1 2 (7.68116,416.014) (247.368,121.447) (247.368,121.447) 99.5623 8.53774e-07 260.438
3800 (7.52809,79.1573) 0 2 3 (203.208,157.028) (7.68116,416.014) (7.68116,416.014) 68.2738 nan nan
---- (7.68116,416.014) 0 2 3 (7.52809,79.1573) (247.207,376.171) (203.208,157.028) 80.5818 43.5041 235.914
---- (203.208,157.028) 0 1 3 (203.312,339) (203.312,339) (203.312,339) 0 0 360
---- (203.312,339) 0 1 3 (247.143,121.562) (247.207,376.171) (7.52809,79.1573) 118.862 167.256 73.8822
---- (247.143,121.562) 0 1 2 (247.207,376.171) (203.208,157.028) (7.52809,79.1573) 51.103 48.9473 259.95
---- (247.207,376.171) 0 1 2 (7.68116,416.014) (247.143,121.562) (247.143,121.562) 99.4298 0 260.57
3900 (7.55556,79.3889) 0 2 3 (203.208,157.028) (7.71429,415.786) (7.71429,415.786) 68.3286 nan nan
---- (7.71429,415.786) 0 2 3 (7.55556,79.3889) (246.847,375.631) (203.208,157.028) 80.4949 43.3965 236.109
---- (203.208,157.028) 0 1 3 (203.312,339) (203.312,339) (203.312,339) 0 0 360
---- (203.312,339) 0 1 3 (247.143,121.562) (246.847,375.631) (7.55556,79.3889) 118.681 167.096 74.2233
---- (247.143,121.562) 0 1 2 (246.847,375.631) (203.208,157.028) (7.55556,79.3889) 51.0218 48.8947 260.083
---- (246.847,375.631) 0 1 2 (7.71429,415.786) (247.143,121.562) (247.143,121.562) 99.5989 0 260.401
4000 (7.55556,79.3889) 0 2 3 (203.208,157.028) (7.71429,415.786) (7.71429,415.786) 68.3286 nan nan
---- (7.71429,415.786) 0 2 3 (7.55556,79.3889) (246.818,375.591) (203.208,157.028) 80.4845 43.3861 236.129
---- (203.208,157.028) 0 1 3 (203.598,338.78) (203.598,338.78) (203.598,338.78) nan nan nan
---- (203.598,338.78) 0 1 3 (247.162,121.532) (246.818,375.591) (7.55556,79.3889) 119.082 167.502 73.4167
---- (247.162,121.532) 0 1 2 (246.818,375.591) (203.208,157.028) (7.55556,79.3889) 50.9989 48.8989 260.102
---- (246.818,375.591) 0 1 2 (7.71429,415.786) (247.162,121.532) (247.162,121.532) 99.6201 0 260.38
4100 (7.55556,79.3889) 0 2 3 (203.208,157.028) (7.71429,415.786) (7.71429,415.786) 68.3286 nan nan
---- (7.71429,415.786) 0 2 3 (7.55556,79.3889) (246.574,375.417) (203.208,157.028) 80.4343 43.3359 236.23
---- (203.208,157.028) 0 1 3 (203.598,338.78) (203.598,338.78) (203.598,338.78) nan nan nan
---- (203.598,338.78) 0 1 3 (247.845,121.983) (246.574,375.417) (7.55556,79.3889) 118.911 167.528 73.561
---- (247.845,121.983) 0 1 2 (246.574,375.417) (203.208,157.028) (7.55556,79.3889) 51.5766 48.188 260.235
---- (246.574,375.417) 0 1 2 (7.71429,415.786) (247.845,121.983) (247.845,121.983) 99.88 0 260.12
4200 (7.55556,79.3889) 0 2 3 (203.048,157.143) (7.71429,415.786) (7.71429,415.786) 68.2835 nan nan
---- (7.71429,415.786) 0 2 3 (7.55556,79.3889) (246.455,374.955) (203.048,157.143) 80.3218 43.2338 236.444
---- (203.048,157.143) 0 1 3 (203.598,338.78) (203.598,338.78) (203.598,338.78) 0 0 360
---- (203.598,338.78) 0 1 3 (247.845,121.983) (246.455,374.955) (7.55556,79.3889) 118.631 167.248 74.1212
---- (247.845,121.983) 0 1 2 (246.455,374.955) (203.048,157.143) (7.55556,79.3889) 51.5577 48.1793 260.263
---- (246.455,374.955) 0 1 2 (7.71429,415.786) (247.845,121.983) (247.845,121.983) 100.02 8.53774e-07 259.98
4300 (7.55556,79.3889) 0 2 3 (203.048,157.143) (7.71429,415.786) (7.71429,415.786) 68.2835 nan nan
---- (7.71429,415.786) 0 2 3 (7.55556,79.3889) (246.964,374.821) (203.048,157.143) 80.3111 43.2231 236.466
---- (203.048,157.143) 0 1 3 (203.598,338.78) (203.598,338.78) (203.598,338.78) 0 0 360
---- (203.598,338.78) 0 1 3 (247.845,121.983) (246.964,374.821) (7.55556,79.3889) 118.194 166.81 74.9961
